workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
53,6249,free_class_elicitation,17,negative,neither-nor,Lucas is visiting a friend and sees their pet cat.,cat,small,cats,0.7323004007339478
53,4186,free_class_elicitation,18,negative,negative,Tanya sees a child named Pat.,child,short,people,0.5929530262947083
54,12550,free_class_elicitation,1,positive,neither-nor,Greg steps outside on a day in Fall.,Fall,warm,days,
54,13957,free_class_elicitation,2,negative,negative,Gabriel takes a first sip from a cup of water.,water,cold,water,1.0
54,24853,free_class_elicitation,3,negative,positive,Lucas is looking for a place to live and checks out a villa.,villa,small,houses,0.3887690305709839
54,12272,free_class_elicitation,4,negative,neither-nor,Daniel is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
54,5499,free_class_elicitation,5,positive,neither-nor,Alexander lifts up a kid named Allen.,kid,heavy,kids,0.7564833760261536
54,9677,free_class_elicitation,6,negative,negative,Kathleen hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
54,8394,free_class_elicitation,7,negative,negative,Robert is at the zoo watching a slug travel.,slug,slow,animals,0.09944688528776169
54,7422,free_class_elicitation,8,positive,negative,Cameron sees a jockey.,jockey,tall,jockies,
54,12123,free_class_elicitation,9,positive,positive,The mailman drops off a box for Josh. Josh picks it up.,box,heavy,boxes,0.730573832988739
54,14380,free_class_elicitation,10,positive,neither-nor,Alicia steps outside during dusk.,dusk,light,nights,0.4214685261249542
54,18547,free_class_elicitation,11,negative,neither-nor,Michelle is working in the machine shop and picks up a piece of plastic.,plastic,light,machines,0.4532553553581238
54,10760,free_class_elicitation,12,negative,neither-nor,Anthony is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
54,8531,free_class_elicitation,13,positive,negative,The waitress brings Charles his food at the diner. Charles takes the first bite of his ice cream.,ice cream,warm,ice cream,
54,6443,free_class_elicitation,14,positive,negative,Veronica is walking outside and hears the cry of a hummingbird.,hummingbird,loud,birds,0.3009658455848694
54,23021,free_class_elicitation,15,negative,positive,Michael sees a giraffe at the zoo.,giraffe,short,giraffes,0.628443717956543
54,11663,free_class_elicitation,16,negative,positive,Simon sees an adult named Pat.,adult,short,people,0.46134981513023376
54,5612,free_class_elicitation,17,positive,positive,Tanya is visiting a friend and sees their pet dog.,dog,large,dogs,0.8344309329986572
54,8193,free_class_elicitation,18,positive,positive,Eric looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,liquors,
55,20347,free_class_elicitation,1,positive,positive,Tom is working in the machine shop and picks up a piece of steel.,steel,heavy,metals,0.5629696249961853
55,9342,free_class_elicitation,2,negative,neither-nor,Claire is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
55,10808,free_class_elicitation,3,negative,neither-nor,Daniel sees a teenager named Pat.,teenager,short,teenagers,0.6246643662452698
55,10894,free_class_elicitation,4,negative,positive,John is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
55,18540,free_class_elicitation,5,positive,negative,Alicia takes a first sip from a cup of water.,water,hot,cups of water,
55,9399,free_class_elicitation,6,positive,neither-nor,David is sitting in a classroom.,classroom,loud,classrooms,0.8148455619812012
55,20168,free_class_elicitation,7,negative,positive,Julia is walking outside and hears the cry of a rooster.,rooster,quiet,rooster cries,
55,11189,free_class_elicitation,8,negative,neither-nor,Jasmine is at the zoo watching an eel travel.,eel,slow,animals,0.15070052444934845
55,12857,free_class_elicitation,9,negative,negative,Kim sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
55,10463,free_class_elicitation,10,positive,neither-nor,Robert sees a baseball player.,baseball player,tall,baseball players,
55,11003,free_class_elicitation,11,positive,positive,The mailman drops off a box for Greg. Greg picks it up.,box,heavy,boxes,0.730573832988739
55,15140,free_class_elicitation,12,positive,positive,The waitress brings Josh his food at the diner. Josh takes the first bite of his burger.,burger,warm,foods,0.5431130528450012
55,8503,free_class_elicitation,13,positive,neither-nor,Lee looks at the price of a bottle of wine.,bottle of wine,expensive,bottles of wine,
55,8630,free_class_elicitation,14,positive,negative,Natalia is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
55,11249,free_class_elicitation,15,negative,negative,Kathleen steps outside during the evening.,the evening,dark,evenings,
55,9742,free_class_elicitation,16,positive,negative,Jennifer is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,long,TV shows,
55,10649,free_class_elicitation,17,negative,positive,Michael is at the butchershop and looks at the price of a piece of steak.,steak,cheap,pieces of steak,
55,16123,free_class_elicitation,18,negative,negative,Charles steps outside on a day in Winter.,Winter,cold,days,
56,20602,free_class_elicitation,1,negative,negative,Julia takes a first sip from a cup of water.,water,cold,beverages,0.34216341376304626
56,18320,free_class_elicitation,2,positive,positive,Melinda is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,furniture,
56,9392,free_class_elicitation,3,positive,neither-nor,Laura is at the butchershop and looks at the price of a piece of chicken.,chicken,expensive,chicken,1.0
56,13512,free_class_elicitation,4,negative,negative,Jennifer hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
56,16253,free_class_elicitation,5,negative,neither-nor,Mika is at the zoo watching an eel travel.,eel,slow,fish,0.41933712363243103
56,16472,free_class_elicitation,6,negative,positive,Simon sees an adult named Pat.,adult,short,people,0.46134981513023376
56,16463,free_class_elicitation,7,positive,negative,Michael sees a jockey.,jockey,tall,jockeys,0.723548948764801
56,19159,free_class_elicitation,8,negative,positive,Jasmine looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,top-shelf liquor,
56,37469,free_class_elicitation,9,positive,neither-nor,Lee steps outside during dusk.,dusk,light,times of the day,
56,11624,free_class_elicitation,10,positive,neither-nor,Natalia steps outside on a day in Fall.,Fall,warm,fall days,
56,15232,free_class_elicitation,11,negative,positive,Kathleen lifts up an adult named Allen.,adult,light,adults,0.7610254883766174
56,13501,free_class_elicitation,12,positive,negative,The waitress brings Maya her food at the diner. Maya takes the first bite of her ice cream.,ice cream,warm,ice cream,
56,9184,free_class_elicitation,13,positive,positive,Eric is looking for a place to live and checks out a villa.,villa,large,villa,1.0000001192092896
56,9591,free_class_elicitation,14,negative,neither-nor,Alexander is walking outside and hears the cry of a parrot.,parrot,quiet,parrots,0.6655376553535461
56,21248,free_class_elicitation,15,negative,neither-nor,William is working in the machine shop and picks up a piece of plastic.,plastic,light,materials,0.5522734522819519
56,12712,free_class_elicitation,16,positive,negative,The mailman drops off an envelope for John. John picks it up.,envelope,heavy,envelopes,0.7296762466430664
56,11163,free_class_elicitation,17,negative,negative,Veronica is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,TV shows,
56,7535,free_class_elicitation,18,positive,positive,Josh is visiting a friend and sees their pet dog.,dog,large,dogs,0.8344309329986572
57,14077,free_class_elicitation,1,positive,negative,John is walking outside and hears the cry of a hummingbird.,hummingbird,loud,sounds in the area,
57,21095,free_class_elicitation,2,negative,negative,Melinda is sitting in a library.,library,quiet,places they have been to,
57,11687,free_class_elicitation,3,positive,negative,Kim is looking for a place to live and checks out an apartment.,apartment,large,apartments she&quotechars looked at,
57,13124,free_class_elicitation,4,negative,positive,Claire hears somebody playing the drums.,drums,quiet,drum sets,
57,27622,free_class_elicitation,5,negative,negative,Lee steps outside during the evening.,the evening,dark,places Lee was earlier,
57,15254,free_class_elicitation,6,negative,neither-nor,The waitress brings Charles his food at the diner. Charles takes the first bite of his fruit.,fruit,cold,food he has eaten,
57,6585,free_class_elicitation,7,negative,neither-nor,Kim sees a teenager named Pat.,teenager,short,people Kim has seen,
57,9007,free_class_elicitation,8,negative,positive,Stephanie looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,bottles of liquor,
57,5367,free_class_elicitation,9,positive,neither-nor,Simon sees a monkey at the zoo.,monkey,tall,animals at the zoo,
57,11769,free_class_elicitation,10,positive,neither-nor,Natalia steps outside on a day in Fall.,Fall,warm,days ,
57,10928,free_class_elicitation,11,positive,neither-nor,Maya is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
57,16879,free_class_elicitation,12,negative,negative,Anthony sees a jockey.,jockey,short,people Anthony has seen aside from jockeys,
57,9258,free_class_elicitation,13,positive,positive,Stephen is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,objects Stephen has picked up,
57,14064,free_class_elicitation,14,positive,negative,The mailman drops off an envelope for Alicia. Alicia picks it up.,envelope,heavy,envelopes Alicia has received,
57,7795,free_class_elicitation,15,positive,positive,Sophie is thinking about watching something on Netflix and looks at the duration of a movie.,movie,long,movies on Netflix,
57,10269,free_class_elicitation,16,positive,positive,Jasmine is at the butchershop and looks at the price of a piece of steak.,steak,expensive,food items at the butchershop,
57,17084,free_class_elicitation,17,negative,neither-nor,Tom takes a first sip from a cup of tea.,tea,cold,cups of tea Tom has had,
57,9195,free_class_elicitation,18,negative,positive,Jennifer is at the zoo watching a snake travel.,snake,slow,animals at the zoo,
58,11163,free_class_elicitation,1,negative,positive,Michelle is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
58,9970,free_class_elicitation,2,positive,neither-nor,Jennifer is looking for a place to live and checks out a townhouse.,townhouse,large,houses,0.4400395452976227
58,10151,free_class_elicitation,3,positive,negative,Tom hears somebody playing the violin.,violin,loud,violins,0.6895976066589355
58,9045,free_class_elicitation,4,negative,negative,Claire sees a penguin at the zoo.,penguin,short,zoos,0.310220867395401
58,13136,free_class_elicitation,5,positive,neither-nor,David takes a first sip from a cup of tea.,tea,hot,drinks,0.6754350662231445
58,10348,free_class_elicitation,6,positive,neither-nor,Josh is sitting in a classroom.,classroom,loud,rooms,0.6130567789077759
58,7594,free_class_elicitation,7,positive,positive,Alexander is visiting a friend and sees their pet dog.,dog,large,dogs,0.8344309329986572
58,7550,free_class_elicitation,8,negative,negative,William sees a child named Pat.,child,short,children ,
58,6402,free_class_elicitation,9,negative,neither-nor,The waitress brings Kim her food at the diner. Kim takes the first bite of her fruit.,fruit,cold,food,0.573560357093811
58,13651,free_class_elicitation,10,negative,positive,Lee lifts up an adult named Allen.,adult,light,adult people ,
58,23988,free_class_elicitation,11,negative,positive,Cameron is at the zoo watching a snake travel.,snake,slow,moving things literally anything,
58,26843,free_class_elicitation,12,negative,neither-nor,Angela is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,chicken,1.0
