stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
68,strength,John is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,strong,positive,thunderstorm,thunderstorms,thunderstorms,1,1,thunderstorm
58,size,Stephanie is taking a walk and sees a great dane.,dogs,great dane,high,big,positive,great dane,dogs,dogs,0,1,dogs
50,price,Mika is considering different places for dinner and looks at the menu of a Korean restaurant.,restaurants,Korean restaurant,medium,expensive,positive,korean,Korean restaurants,korean restaurants,1,1,Korean restaurant
30,loudness_n,Maya meets a friend at a church.,venue,church,low,quiet,negative,church,churches,churches,1,0,church
7,darkness,Veronica takes a walk and notices the coat of a spaniel.,dogs,spaniel,medium,dark,negative,spaniel,spaniels,spaniels,1,0,spaniel
19,height,Josh sees a jockey.,people,jockey,low,tall,positive,jockey,jockeys,jockeys,1,0,jockey
82,weight,Alicia is walking outside and picks up a stick.,objects,stick,medium,heavy,positive,stick,sticks,sticks,1,0,stick
22,length_duration,Kim is at a friend's house and notices the size of her pet mouse.,pets,mouse,low,long,positive,mouse,mice,mouse,1,0,mouse
49,price,Julia is at a liquor store and wants to buy a six-pack of beer.,alcoholic drinks,six-pack of beer,low,expensive,positive,beer,six-packs,beer,1,0,six-pack of beer
67,strength,Michael watches an adult lift up a box.,people,adult,high,strong,positive,adult,adults,adults,1,0,adult
44,price,Natalia is shopping for spices and looks at saffron.,spices,saffron,high,cheap,negative,saffron,spices,spices,0,1,spices
17,height,Kathleen sees a teenager.,people,teenager,medium,short,negative,teenager,teenagers,teenagers,1,0,teenager
84,weight,Jennifer learns about the weight of a friend's new bike.,vehicles,bike,low,heavy,positive,bike,bikes,bikes,1,0,bike
75,temperature_h,Tanya is in her kitchen and puts her hand in the oven.,locations,oven,high,warm,positive,oven,ovens,ovens,1,0,oven
39,loudness_n,Daniel is at a lake and hears the sound of a powerboat.,boats,powerboat,high,loud,positive,powerboat,boats,boats,0,1,boats
20,height,Lee is walking in a botanical garden and sees a bonsai tree.,trees,bonsai tree,low,short,negative,bonsai,trees,trees,0,1,trees
40,loudness,Simon wants to play music and tries out an acoustic guitar.,guitars,acoustic guitar,medium,loud,positive,acoustic guitar,guitars,guitars,0,1,guitars
66,speed_f,Stephen is at an airport and sees a glider in the air.,aircrafts,glider,low,slow,negative,glider,gliders,gliders,1,0,glider
79,weight,Lucas lifts up a kid.,people,kid,medium,light,negative,kid,kids,kids,1,0,kid
51,size,Greg is at a gardening store and looks at a bush.,plants,bush,medium,big,positive,bush,bushes,bushes,1,0,bush
24,length_duration,Anthony sees a friend driving a smartcar.,vehicles,smartcar,low,long,positive,smart,smart-cars,smart cars,1,0,smartcar
46,price,Laura is clothing shopping and looks at a suit.,clothes,suit,high,cheap,negative,suit,suits,suits,1,0,suit
69,strength,Charles is watching a golfer lift weights.,athletes,golfer,low,weak,negative,golfer,golfers,golfers,1,0,golfer
56,size,Kim sees her friend's new truck.,vehicles,truck,high,small,negative,truck,trucks,trucks,1,0,truck
76,temperature_h,Gabriel is spending his Saturday at a sauna.,places,sauna,high,hot,positive,sauna,places,places,0,1,places
9,hardness,Alexander is at a vegetable market and picks up a tomato.,vegetables,tomato,medium,soft,negative,tomato,tomatoes,tomatoes,1,0,tomato
88,width,Cameron is standing at the bank of a river.,waterways,river,high,narrow,negative,river,rivers,rivers,1,0,river
36,loudness_n,Angela is planning to move and reads about a nearby city.,places,city,high,quiet,negative,city,cities,city,1,0,city
81,weight,Jasmine is helping a friend move and picks up their chair.,furniture,chair,medium,light,negative,chair,furniture,furniture,0,1,furniture
60,speed,Melinda is at the zoo and watches a sloth move.,animals,sloth,low,fast,positive,sloth,sloths,sloths,1,0,sloth
62,speed_f,Angela sees a truck on the highway.,vehicles,truck,low,slow,negative,truck,trucks,trucks,1,0,truck
30,loudness_n,David meets a friend at a church.,venue,church,low,quiet,negative,church,churches,churches,1,0,church
4,darkness,Alicia steps outside during the night.,times of day,night,low,dark,negative,night,times of the day,times of day,0,1,times of day
58,size,Eric is taking a walk and sees a chihuahua.,dogs,chihuahua,low,big,positive,chihuahua,dogs,dogs,0,1,dogs
43,price,Laura is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,expensive,positive,sandals,sandals,sandals,1,0,sandals
68,strength,John is hearing about the rain shower that is heading towards them.,storms,rain shower,low,strong,positive,rain shower,rain showers,rain showers,1,0,rain shower
22,length_duration,Cameron is at a friend's house and notices the size of his pet mouse.,pets,mouse,low,long,positive,mouse,pet mice,pet mouse,1,0,mouse
20,height,Melinda is walking in a botanical garden and sees a bonsai tree.,trees,bonsai tree,low,tall,positive,bonsai,bonsai trees,bonsai trees,1,1,bonsai tree
42,price,Kim is looking to rent a new place and checks out an apartment.,rentals,apartment,low,expensive,positive,apartment,apartments,apartments,1,0,apartment
84,weight,Monica learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,light,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
49,price,Simon is at a liquor store and wants to buy a bottle of wine.,alcoholic drinks,bottle of wine,medium,cheap,negative,wine,bottles of wine,winee,1,0,bottle of wine
79,weight,Tanya lifts up a kid.,people,kid,medium,light,negative,kid,kids,kids,1,0,kid
46,price,Greg is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,coats,coats,1,0,coat
71,strength,Tom is examining the walls of a friend's new condo.,walls,condo,medium,weak,negative,condo,walls,walls,0,1,walls
26,length_duration,Robert is looking at a street on Google Maps.,roads,street,medium,short,negative,street,streets,streets,1,0,street
77,temperature_h,Julia is at a restaurant and takes a taste of a muffin.,food,muffin,medium,hot,positive,muffin,muffins,muffins,1,0,muffin
3,darkness,Jasmine is at a bakery and looks at the color of a fruit cake.,cakes,fruit cake,medium,light,positive,fruit cake,fruit cake colors,fruit cake colors,1,0,fruit cake
28,length_duration,Mika is considering listening to her favorite podcast episode.,audios,podcast episode,medium,long,positive,podcast episode,podcast episodes,podcast episodes,1,0,podcast episode
18,height,Maya is looking at a tulip.,flowers,tulip,medium,tall,positive,tulip,tulips,tulips,1,0,tulip
45,price,Stephen wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets
53,size,Lee is looking in an insect terrarium and sees a spider.,insects,spider,high,small,negative,spider,spiders,spiders,1,0,spider
63,speed_f,Daniel is travelling on his friend's new speedboat.,boats,speedboat,high,slow,negative,speedboat,speedboats,speedboats,1,1,speedboat
60,speed,Jennifer is at the zoo and watches a cheetah move.,animals,cheetah,high,slow,negative,cheetah,cheetahs,cheetahhs,1,0,cheetah
85,weight,Gary is at a grocery store and picks up a watermelon.,fruit,watermelon,high,light,negative,watermelon,watermelons,watermelons,1,0,watermelon
51,size,Lucas is at a gardening store and looks at a tree.,plants,tree,high,small,negative,tree,trees,trees,1,0,tree
47,price,Charles is shopping for berries and looks at the price of boysenberries.,berries,boysenberries,high,cheap,negative,boysenberries,boysenberries,boysenberries,1,1,boysenberries
54,size,Stephanie is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,big,positive,watermelon,watermelons,watermelons,1,0,watermelon
16,height,Sophie is looking at a skyscraper.,buildings,skyscraper,high,tall,positive,skyscraper,skyscrapers,skyscrapers,1,0,skyscraper
38,loudness,Anthony is in a forest and hears a mockingbird .,birds,mockingbird,high,loud,positive,mockingbird,mockingbirds,mockingbirds,1,1,mockingbird
15,height,Gabriel is at a zoo and looks at a giraffe.,animals,giraffe,high,tall,positive,giraffe,animals,animals,0,1,animals
76,temperature_h,Kathleen is spending her Saturday at a sauna.,places,sauna,high,hot,positive,sauna,saunas,saunas,1,0,sauna
10,hardness,Claire is eating a jolly rancher.,candies,jolly rancher,high,hard,positive,jolly rancher,candy,candies,0,1,candies
31,loudness_n,Kim is at a friend's place and hears her pet cat.,pets,cat,medium,quiet,negative,cat,cats,cats,1,0,cat
39,loudness_n,David is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,powerboats,powerboats,1,1,powerboat
86,width,Julia is in a forest and sees a fox den.,dens,fox den,medium,narrow,negative,fox,fox dens,fox dens,1,1,fox den
37,loudness_n,Kathleen is on the sidewalk and hears a car drive by.,vehicles,car,medium,quiet,negative,car,vehicles,vehicles,0,1,vehicles
55,size,Stephen is at an aquarium and sees a tuna.,fish,tuna,medium,big,positive,tuna,fish,fish,0,1,fish
81,weight,Alicia is helping a friend move and picks up their chair.,furniture,chair,medium,heavy,positive,chair,chairs,chairs,1,0,chair
52,size,Anthony is at the zoo and sees an elephant.,animals,elephant,high,big,positive,elephant,zoo animals,zoo animals,0,1,animals
34,loudness_n,Kim is listening to a friend playing the harp.,instruments,harp,low,loud,positive,harp,instruments,instruments,0,1,instruments
67,strength,Eric watches a child lift up a box.,people,child,low,strong,positive,child,children their age,children age,1,0,child
87,width,Gabriel is driving on a side road.,roads,side road,low,narrow,negative,side,side roads,side roads,1,1,side road
5,darkness,Claire is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,pen ink,pen ink,1,0,pen
59,speed,Melinda is in the park and sees a runner.,people,runner,high,fast,positive,runner,runners,runners,1,0,runner
43,price,Stephanie is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,expensive,positive,sandals,shoes,shoes,0,1,shoes
70,strength,Tom is painting and tries a new watercolor.,paints,watercolor,low,weak,negative,watercolor,watercolors,watercolors,1,0,watercolor
48,price,Jasmine is at the butchershop and looks at a piece of pork.,meat,pork,low,cheap,negative,pork,cuts of meat,cuts of meat,0,1,meat
11,hardness,Natalia steps onto the tile floor of a room.,floors,tile,high,hard,positive,tile,tile floors,tile floors,1,1,tile
2,darkness,Cameron bought a can of blue paint and is testing it for the first time.,paint,blue paint,medium,light,positive,blue,colors of blue,colors of blue,1,0,blue paint
30,loudness_n,Lee meets a friend at a party.,venue,party,high,quiet,negative,party,parties,party,1,0,party
22,length_duration,Jennifer is at a friend's house and notices the size of her pet mouse.,pets,mouse,low,short,negative,mouse,pet mice,pet mouse,1,0,mouse
88,width,Maya is standing at the bank of a river.,waterways,river,high,narrow,negative,river,rivers,rivers,1,0,river
79,weight,Daniel lifts up an adult.,people,adult,high,light,negative,adult,adults,adults,1,0,adult
8,darkness,Simon is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,light,positive,jaguar,animals,animals,0,1,animals
10,hardness,Mika is eating a marshmallow.,candies,marshmallow,low,hard,positive,marshmallow,marshmallows,marshmallows,1,0,marshmallow
57,size,Alexander is shopping at an appliances store and looks at a refrigerator.,appliances,refrigerator,high,small,negative,refrigerator,refrigerators,refrigerators,1,0,refrigerator
82,weight,Gary is walking outside and picks up a feather.,objects,feather,low,light,negative,feather,smaller objects,objects,0,1,objects
65,speed,Robert is taking a walk with a elderly person.,people,elderly person,low,quick,positive,elder,older adults,elderly person,1,0,elderly person
19,height,Laura sees a basketball player.,people,basketball player,high,short,negative,basketball player,basketball players,basketball players,1,0,basketball player
62,speed_f,John sees a truck on the highway.,vehicles,truck,low,slow,negative,truck,vehicles,vehicles,0,1,vehicles
53,size,Veronica is looking in an insect terrarium and sees a spider.,insects,spider,high,big,positive,spider,insects,insects,0,1,insects
78,weight,Charles is at the zoo and watches a fish being lifted.,animals,fish,low,heavy,positive,fish,fish at the zoo,fish zoo,1,0,fish
50,price,Laura is considering different places for dinner and looks at the menu of a Korean restaurant.,restaurants,Korean restaurant,medium,expensive,positive,korean,restaurants,restaurants,0,1,restaurants
22,length_duration,Mika is at a friend's house and notices the size of her pet mouse.,pets,mouse,low,short,negative,mouse,mice,mouse,1,0,mouse
53,size,Michelle is looking in an insect terrarium and sees a moth.,insects,moth,medium,big,positive,moth,moths,moths,1,0,moth
63,speed_f,Stephanie is travelling on her friend's new speedboat.,boats,speedboat,high,fast,positive,speedboat,boats,boats,0,1,boats
54,size,Greg is at a farmer's market and picks up a peach.,fruit,peach,medium,big,positive,peach,peaches,peaches,1,0,peach
10,hardness,Daniel is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,marshmallows,marshmallows,1,0,marshmallow
3,darkness,Robert is at a bakery and looks at the color of a fruit cake.,cakes,fruit cake,medium,light,positive,fruit cake,cakes,cakes,0,1,cakes
32,loudness_n,Stephen is spending his Saturday night at a concert.,venues,concert,high,noisy,positive,concert,concert halls,concert halls,1,0,concert
39,loudness_n,Natalia is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,boats,boats,0,1,boats
9,hardness,Maya is at a vegetable market and picks up a mushroom.,vegetables,mushroom,low,hard,positive,mushroom,mushrooms,mushrooms,1,0,mushroom
